job_id,decision_timestamp,action1,action2,window_start_time,window_duration_hours,carbon_intensity_min,carbon_intensity_max,carbon_intensity_avg,carbon_intensity_std,job_power,job_runtime,job_processors,job_carbon_consideration,queue_length_at_decision,running_jobs_count,emissions_if_immediate,worst_case_emissions,worst_case_intensity,error,carbon_intensity_hour_0,carbon_intensity_hour_1,carbon_intensity_hour_2,carbon_intensity_hour_3,carbon_intensity_hour_4,carbon_intensity_hour_5,carbon_intensity_hour_6,carbon_intensity_hour_7,carbon_intensity_hour_8,carbon_intensity_hour_9,carbon_intensity_hour_10,carbon_intensity_hour_11,carbon_intensity_hour_12,carbon_intensity_hour_13,carbon_intensity_hour_14,carbon_intensity_hour_15,carbon_intensity_hour_16,carbon_intensity_hour_17,carbon_intensity_hour_18,carbon_intensity_hour_19,carbon_intensity_hour_20,carbon_intensity_hour_21,carbon_intensity_hour_22,carbon_intensity_hour_23,last_time_hour_0,last_time_hour_1,last_time_hour_2,last_time_hour_3,last_time_hour_4,last_time_hour_5,last_time_hour_6,last_time_hour_7,last_time_hour_8,last_time_hour_9,last_time_hour_10,last_time_hour_11,last_time_hour_12,last_time_hour_13,last_time_hour_14,last_time_hour_15,last_time_hour_16,last_time_hour_17,last_time_hour_18,last_time_hour_19,last_time_hour_20,last_time_hour_21,last_time_hour_22,last_time_hour_23
5323,4236450,20,10,4236450,24,51.38,128.59,68.15624999999999,18.832417045372413,128000.0,17749,256,0.798098,24,1,55421.230222222235,344089.3240382222,545.242675,,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,750,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
4998,4258536,6,10,4258536,24,51.38,128.59,68.15625000000001,18.832417045372413,67500.0,14632,135,0.525391,22,1,15989.442000000001,117212.13563333337,427.23577777777786,,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,264,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5171,4280136,9,10,4280136,24,51.38,128.59,68.15625000000001,18.832417045372413,32000.0,25627,64,0.392077,33,1,13281.547377777777,145884.7904574321,640.4198277777778,,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,264,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5446,4301736,28,10,4301736,24,51.38,128.59,68.15625,18.832417045372413,128000.0,5326,256,0.967166,33,1,10536.886044444444,34555.04276187654,182.4747611111111,,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,264,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5452,4327363,21,7,4327363,24,51.38,128.59,68.15625,18.832417045372413,107000.0,20307,214,0.638781,25,1,45099.402655555554,325746.3798448611,539.7001666666666,,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,3437,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5225,4332689,8,10,4332689,24,51.38,128.59,68.15625000000001,18.832417045372413,16000.0,26028,32,0.817034,24,1,7981.402577777779,76951.874544,665.2133,,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,1711,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5438,4354289,17,10,4354289,24,51.38,128.59,68.15625,18.832417045372413,64000.0,14516,128,0.638083,22,1,15011.216355555556,109651.38373530864,424.9028888888889,,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,1711,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5305,4375889,12,10,4375889,24,51.38,128.59,68.15625,18.832417045372413,64000.0,22884,128,0.704883,25,2,23787.936,239588.31985066665,588.9199,,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,1711,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5441,4397489,16,10,4397489,24,51.38,128.59,68.15624999999999,18.832417045372413,128000.0,7198,256,0.856441,22,1,16597.662933333333,61657.76372898766,240.91756111111113,,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,1711,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5422,4420373,13,9,4420373,24,51.38,128.59,68.15625000000001,18.832417045372413,128000.0,41367,256,0.547613,19,1,94527.06453333332,1392255.2164453333,946.580075,,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,427,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5450,4431173,15,10,4431173,24,51.38,128.59,68.15625000000001,18.832417045372413,128000.0,20306,256,0.466956,18,1,42087.42613333333,389644.7243930864,539.6807777777777,,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,427,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5529,4472540,46,10,4472540,24,51.38,128.59,68.15625,18.832417045372413,64000.0,7814,128,0.735324,108,1,7905.297066666667,35767.4401042963,257.47613333333334,,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,2260,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5595,4494140,54,10,4494140,24,51.38,128.59,68.15624999999999,18.832417045372413,16000.0,7032,32,0.925676,60,1,3402.075911111111,7850.185180444445,251.17913333333334,,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,2260,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5513,4515740,17,10,4515740,24,51.38,128.59,68.15625000000001,18.832417045372413,32000.0,41698,64,0.534626,45,1,22008.564444444444,347437.7620524445,937.37705,,69.8,58.99,64.53,57.17,51.53,53.37,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,2260,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5698,4537340,47,6,4537340,24,51.38,128.59,68.15625000000001,18.832417045372413,1000.0,10152,2,0.970136,49,1,168.4642111111111,903.2189279999999,320.2904,,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,2260,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
5623,4538440,29,7,4538440,24,51.38,128.59,68.15625000000001,18.832417045372413,64000.0,10183,128,0.782583,50,2,10649.503822222221,58133.301768296296,321.12326666666667,,66.94,63.81,51.38,58.53,58.25,62.25,59.56,53.65,59.84,57.09,67.71,66.44,128.59,112.39,59.94,84.87,96.72,72.4,69.8,58.99,64.53,57.17,51.53,53.37,1160,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
