-0.24769954109613757,-0.07502783721861567,-86.33585193876091
-0.24456678472683024,-0.07200566198022987,-86.28056137330015
-0.25362341064780397,-0.0759224219427315,-88.85049435253627
-0.25383863182581495,-0.07491595510200226,-89.46133836190634
-0.24071008186842976,-0.07746672827269964,-81.62167679786506
-0.24909404200824195,-0.07558163044885094,-86.75620577969553
-0.26472543100294005,-0.07339617349537318,-95.66462875378343
-0.2308258895983664,-0.07181414135825519,-79.50587412005565
-0.23937399476664134,-0.0732593582321217,-83.05731826725976
-0.23073811329669103,-0.0735095088952887,-78.61430220070116
-0.2459593973358011,-0.07357447694729312,-86.192460194254
-0.25067200620092156,-0.07701124702723947,-86.8303795868411
-0.23819155570926864,-0.07747717397632038,-80.35719086647407
-0.24315096230517252,-0.07569793960342146,-83.72651135087546
-0.25534581695225095,-0.07542924340063192,-89.95828677580953
-0.22821049618093997,-0.07109649983630933,-78.5569981723153
-0.2073562097985403,-0.07346342610415744,-66.9463918471914
-0.22386694618913766,-0.07913045199250682,-72.36824709831538
-0.23395153138706498,-0.07663867374139487,-78.65642882283511
-0.23488841445163416,-0.07705199437239246,-78.91821003962083
-0.2336814118475252,-0.07422326745498369,-79.72907219627075
-0.21773981959710842,-0.07124346289018474,-73.2481783534618
-0.20780769593287726,-0.0726129969262161,-67.59734950333052
-0.24556925421887435,-0.07647370428412988,-84.54777496737219
-0.25682548497325347,-0.07788626549159981,-89.46960974082684
-0.23986194729355237,-0.0743963314210975,-82.73280793622746
-0.22912827559541604,-0.07231291712236555,-78.40767923652525
-0.23512098788544236,-0.07266761643608152,-81.22668572468041
-0.24042155200990592,-0.07256382921601351,-83.92886139694622
-0.22542265618593163,-0.0754882990710962,-74.96717855741763
-0.23239087958676452,-0.0759480197569886,-78.22142991488793
-0.2325284133395899,-0.07566534390966695,-78.43153471496153
-0.21578135832094802,-0.07822418479228813,-68.77858676432996
-0.21504350850869847,-0.07479596983455818,-70.12376933707013
-0.23431463519286433,-0.07602829114755065,-79.14317202265681
-0.22596695030807226,-0.07163781830835844,-77.16456599985693
-0.22700805040006244,-0.0778300633177703,-74.58899354114607
-0.2050889105489837,-0.07228567009957905,-66.40162022470237
-0.221840634498988,-0.07529526890731782,-73.2726827958351
-0.22278429522138804,-0.07559935877043228,-73.5924682254779
-0.20227089588260364,-0.07446763268948459,-63.9016315965595
-0.21500735059402995,-0.07544149721295602,-69.78292669053698
-0.2064512160772522,-0.07233981207416758,-67.05570200154229
-0.21545531142858723,-0.0697829318618442,-72.83618978337151
-0.21011490994244097,-0.07808963263652084,-66.01263865296008
-0.20366796023978942,-0.0725952191304807,-65.53637055465437
-0.2126247847379906,-0.07205611655178806,-70.28433409310126
-0.2044068550662229,-0.0716411887118718,-66.38283317717558
-0.22971434290330364,-0.07492948912104132,-77.39242689113115
-0.21627283337003017,-0.07887561512021056,-68.6986091249098
-0.21601456090681648,-0.07442453280998222,-70.79501404841712
-0.21970582018014373,-0.07919227158367231,-70.25677429823575
-0.20351746929088374,-0.07634210743620569,-63.58768092733906
-0.22850347306414343,-0.07475566042252775,-76.87390632080778
-0.1854916009720277,-0.07290873194614225,-56.29143451294268
-0.2123563460501242,-0.07619587210304207,-68.08023697354105
-0.21696404892444232,-0.0749143693127583,-71.02483980584195
-0.19922723159301603,-0.07520203770555381,-62.0125969437311
-0.20116257422900571,-0.07343717967815495,-63.86269727542538
-0.19502288211418983,-0.0724817745908359,-61.27055376167697
