epoch,episode_return_mean,episode_return_median,avg_epoch_reward,avg_green_reward,avg_wait_reward,carbon_cost_mean,latency_mean,policy_loss_clipped,policy_loss_unclipped,entropy,approx_kl,clip_fraction,value_loss,explained_variance,adv_mean,adv_std
12,-0.0006167066009722233,-0.0006167066009722221,-0.0006167066009722221,-0.0006167066009722221,0.0,-0.0006167066009722233,0.0,-0.03594885768485256,-0.00392807687720051,3.2020781464874744,0.00950476837431779,0.1259033203125,0.00010013363436453204,0.0020561034604907034,-0.00014412844029720873,0.002581397071480751
13,-5.919414875000015e-05,-5.9194148750000025e-05,-5.9194148750000025e-05,-5.9194148750000025e-05,0.0,-5.919414875000015e-05,0.0,-0.03739137387718074,-0.005433120228699409,3.195825432986021,0.007898278671200387,0.0568896484375,7.50279262196063e-08,0.13070110648870467,0.00010366871720179915,0.00018972209363710135
14,-0.0001157169918055557,-0.00011571699180555556,-0.00011571699180555556,-0.00011571699180555556,0.0,-0.0001157169918055557,0.0,-0.035952717411564666,-0.0038828472456953022,3.206987089663744,0.006445249623502605,0.06451904296875,1.2594735752813335e-06,0.017977822571992874,-1.3469893019646406e-05,0.0002887564478442073
15,-4.2583617638888895e-05,-4.258361763888888e-05,-4.258361763888888e-05,-4.258361763888888e-05,0.0,-4.2583617638888895e-05,0.0,-0.03715112147736363,-0.00513167539058486,3.201944677978754,0.00995276668574661,0.07320556640625,2.6344942192224608e-08,0.2939202628284693,1.9591168893384747e-05,5.3222960559651256e-05
16,-2.832098763888886e-05,-2.8320987638888898e-05,-2.8320987638888898e-05,-2.8320987638888898e-05,0.0,-2.832098763888886e-05,0.0,-0.03777774197049439,-0.0058601039712084455,3.1917638778686523,0.008552034995227586,0.0850732421875,1.7902393231461477e-08,0.3818824867159128,6.739203854522202e-06,3.5895183827960864e-05
17,-3.229892194444444e-05,-3.229892194444444e-05,-3.229892194444444e-05,-3.229892194444444e-05,0.0,-3.229892194444444e-05,0.0,-0.03876840014825575,-0.006805898370221258,3.196250246912241,0.005456781785760541,0.07163818359375,1.5225108180860758e-08,0.41249670352786777,-5.835005367771373e-07,3.110959369223565e-05
18,-3.6594359027777705e-05,-3.6594359027777766e-05,-3.6594359027777766e-05,-3.6594359027777766e-05,0.0,-3.6594359027777705e-05,0.0,-0.03863971873419359,-0.006769269468495622,3.187045012563467,0.003033946908544749,0.0802978515625,2.2068099770899963e-08,0.32787549439817665,-7.22125423635589e-06,3.933257539756596e-05
19,-3.4504436527777766e-05,-3.4504436527777766e-05,-3.4504436527777766e-05,-3.4504436527777766e-05,0.0,-3.4504436527777766e-05,0.0,-0.03653742416994646,-0.004704193307698006,3.1833231607079506,0.007319552929548081,0.09318603515625,2.274747661734633e-08,0.3275507448613644,1.1141144113935297e-06,3.774252763832919e-05
20,-2.3868821666666668e-05,-2.3868821666666668e-05,-2.3868821666666668e-05,-2.3868821666666668e-05,0.0,-2.3868821666666668e-05,0.0,-0.037734351333929224,-0.005823138018313329,3.1911214090883733,0.008547850181348621,0.09924072265625,1.2776809331233041e-08,0.4826023466140032,1.1615758239713614e-06,2.8244943678146228e-05
21,-1.902339041666663e-05,-1.9023390416666658e-05,-1.9023390416666658e-05,-1.9023390416666658e-05,0.0,-1.902339041666663e-05,0.0,-0.0377918057248462,-0.005786578760598786,3.2005227744579314,0.010596026894054375,0.08565673828125,4.2012511948519295e-09,0.7251061918959022,3.1513852718489943e-06,1.685235656623263e-05
22,-2.490945305555552e-05,-2.4909453055555543e-05,-2.4909453055555543e-05,-2.4909453055555543e-05,0.0,-2.490945305555552e-05,0.0,-0.037982123866677285,-0.006193146329751471,3.1788978131115435,0.003944238926342223,0.07874267578125,8.942118594756909e-09,0.553610298410058,-2.162019427487394e-06,2.3733629859634675e-05
23,-2.6827650555555582e-05,-2.6827650555555555e-05,-2.6827650555555555e-05,-2.6827650555555555e-05,0.0,-2.6827650555555582e-05,0.0,-0.03838820906588808,-0.006551771918602753,3.1836437767744066,0.00925388498348184,0.09373046875,1.9372688688235052e-08,0.36672621898353097,3.5204197956772987e-06,3.5390505217947066e-05
24,-7.942984263888894e-05,-7.942984263888884e-05,-7.942984263888884e-05,-7.942984263888884e-05,0.0,-7.942984263888894e-05,0.0,-0.03684790454339236,-0.005110693678434472,3.1737211669981478,0.005108554794423981,0.1023583984375,1.6349533263763928e-06,0.06474371328949928,-1.3341237718123011e-05,0.0003278896620031446
25,-1.4753631527777771e-05,-1.4753631527777776e-05,-1.4753631527777776e-05,-1.4753631527777776e-05,0.0,-1.4753631527777771e-05,0.0,-0.04416842648992315,-0.012413752613647376,3.175467461794615,0.01481931852787966,0.10387939453125,2.345054517030598e-09,0.8208850751817226,2.3278509615920484e-05,4.144656122662127e-05
26,-2.113909708333339e-05,-2.113909708333333e-05,-2.113909708333333e-05,-2.113909708333333e-05,0.0,-2.113909708333339e-05,0.0,-0.03890168082434684,-0.0071375512512895515,3.1764130342006682,0.006309328712814022,0.09180908203125,1.410190170490766e-08,0.46024853516370057,-1.6894415466595092e-06,3.0142406103550456e-05
27,-1.7062697222222214e-05,-1.706269722222222e-05,-1.706269722222222e-05,-1.706269722222222e-05,0.0,-1.7062697222222214e-05,0.0,-0.041082010818645355,-0.009452579774879268,3.162943177819252,0.008858765792538179,0.09695068359375,2.4777472160814052e-09,0.8134661865234375,1.0957896847685333e-06,1.2477093150664587e-05
28,-0.0007516128552777778,-0.0007516128552777776,-0.0007516128552777776,-0.0007516128552777776,0.0,-0.0007516128552777778,0.0,-0.03765425019082613,-0.005998508620832581,3.1655742226541044,0.0031987532108905727,0.0987255859375,0.00020460302218632264,0.02164006169885397,-0.00019144194084219635,0.0036887440364807844
29,-2.900010916666665e-05,-2.900010916666666e-05,-2.900010916666666e-05,-2.900010916666666e-05,0.0,-2.900010916666665e-05,0.0,-0.04564806537353434,-0.014128177542879712,3.1519888411462307,0.018941844112996476,0.1210107421875,3.189305185391511e-08,0.3211263069882989,0.00020585733000189066,0.0003528345550876111
30,-2.296945694444441e-05,-2.2969456944444444e-05,-2.2969456944444444e-05,-2.2969456944444444e-05,0.0,-2.296945694444441e-05,0.0,-0.03993002701434307,-0.008236033175053307,3.1693994615972043,0.009700735367950984,0.10798828125,1.3211963883902334e-08,0.4596469127759337,2.047115913228481e-06,2.9708806323469616e-05
31,-0.00025998649791666653,-0.0002599864979166666,-0.0002599864979166666,-0.0002599864979166666,0.0,-0.00025998649791666653,0.0,-0.037840848813066257,-0.006130485418252647,3.1710364174842836,0.003697143143217545,0.09180908203125,2.2435079325714425e-05,0.043098828718066216,-6.060795931261964e-05,0.001220363425090909
32,-2.159723430555555e-05,-2.159723430555555e-05,-2.159723430555555e-05,-2.159723430555555e-05,0.0,-2.159723430555555e-05,0.0,-0.04680188269470818,-0.015129829186189454,3.167205414324999,0.020526901226548943,0.11777587890625,8.480329796445307e-09,0.6016764778271317,9.066234633792192e-05,0.00015588891983497888
33,-1.970325041666662e-05,-1.970325041666666e-05,-1.970325041666666e-05,-1.970325041666666e-05,0.0,-1.970325041666662e-05,0.0,-0.03989828752353788,-0.008553154416440521,3.13451337993145,0.010676360112702241,0.10902099609375,7.1770232543816314e-09,0.5941091012209654,1.4179564686855883e-06,2.1802079572807997e-05
34,-0.0006005543495833324,-0.0006005543495833335,-0.0006005543495833335,-0.0006005543495833335,0.0,-0.0006005543495833324,0.0,-0.03857801804842893,-0.007228084620146546,3.134993414878845,0.0006912490203103516,0.0776513671875,0.00013394279968553913,0.05683367066085339,-0.0001524989929748699,0.0029839160852134228
35,-1.53523936111111e-05,-1.535239361111111e-05,-1.535239361111111e-05,-1.535239361111111e-05,0.0,-1.53523936111111e-05,0.0,-0.04897764183580875,-0.01752536003565183,3.145228254646063,0.02168340354350221,0.12305419921875,1.8344126102159965e-08,0.775478000678122,0.00027971426607109606,0.00047668692423030734
36,-2.0702308055555517e-05,-2.0702308055555544e-05,-2.0702308055555544e-05,-2.0702308055555544e-05,0.0,-2.0702308055555517e-05,0.0,-0.04016631395788863,-0.008655194448074326,3.1511120210587977,0.0037319146226218436,0.1037548828125,8.649847589026204e-09,0.5496770379692316,-1.1261208783253096e-06,2.3943797714309767e-05
37,-1.7302852777777764e-05,-1.730285277777778e-05,-1.730285277777778e-05,-1.730285277777778e-05,0.0,-1.7302852777777764e-05,0.0,-0.04193948039901443,-0.010485156236682088,3.1454324868321417,0.010130606482925941,0.12547119140625,5.227749462349829e-09,0.668132450133562,3.96528349710934e-07,1.8497055862098932e-05
38,-2.239032486111112e-05,-2.2390324861111113e-05,-2.2390324861111113e-05,-2.2390324861111113e-05,0.0,-2.239032486111112e-05,0.0,-0.04112210860534105,-0.009557532329636161,3.156457703113556,0.011476647527597379,0.1273046875,1.5185523435101712e-08,0.4198025362193584,5.784893346572062e-07,3.1193994800560176e-05
39,-1.5277398888888892e-05,-1.5277398888888892e-05,-1.5277398888888892e-05,-1.5277398888888892e-05,0.0,-1.5277398888888892e-05,0.0,-0.046502848793752494,-0.01489491692482261,3.1607932530343534,0.019108973957627312,0.120947265625,2.438879009719619e-09,0.8153573257103562,3.5359387311473256e-06,1.3666855920746457e-05
40,-1.3333048333333349e-05,-1.333304833333334e-05,-1.333304833333334e-05,-1.333304833333334e-05,0.0,-1.3333048333333349e-05,0.0,-0.04353034221334383,-0.011967273320624371,3.156306961774826,0.01068836815742543,0.1253857421875,2.8921805671905386e-09,0.7992065846174955,5.908009939048497e-07,1.307843740505632e-05
41,-0.0032123531202777836,-0.0032123531202777776,-0.0032123531202777776,-0.0032123531202777776,0.0,-0.0032123531202777836,0.0,-0.03977306521497667,-0.007999400051339763,3.1773665921390055,-0.0016062488840543664,0.11065673828125,0.004051639651598151,0.05790697429329157,-0.0008344287634827197,0.016423895955085754
42,-0.003923564366666671,-0.003923564366666667,-0.003923564366666667,-0.003923564366666667,0.0,-0.003923564366666671,0.0,-0.040530495558632536,-0.009044438861310481,3.148605741560459,0.0015512866900098744,0.12107666015625,0.005955334480590864,0.00884664874523878,-0.000167930091265589,0.019840087741613388
43,-0.00029802693527777846,-0.000298026935277778,-0.000298026935277778,-0.000298026935277778,0.0,-0.00029802693527777846,0.0,-0.05529961969703436,-0.023766463841020595,3.153315663933754,0.02426721379830269,0.14978515625,2.23829390372976e-05,0.007222718484699726,0.0011646253988146782,0.0023201124276965857
44,-0.0009364504641666678,-0.0009364504641666668,-0.0009364504641666668,-0.0009364504641666668,0.0,-0.0009364504641666678,0.0,-0.04047331260167994,-0.008727114807406906,3.174619842469692,-0.0018524130538571627,0.077177734375,0.00029222397774127275,0.0033027637749910355,-0.0001731172378640622,0.00440369313582778
45,-0.00022274687944444404,-0.00022274687944444442,-0.00022274687944444442,-0.00022274687944444442,0.0,-0.00022274687944444404,0.0,-0.045015440854476764,-0.01364663556101732,3.1368805946409704,0.020799211382691283,0.1511767578125,1.4082556997800922e-05,0.022887890711426735,0.00013242074055597186,0.0009901175508275628
46,-0.001147669506666668,-0.001147669506666667,-0.001147669506666667,-0.001147669506666667,0.0,-0.001147669506666668,0.0,-0.04095748877036385,-0.009500424054276663,3.1457065466046332,-0.0009661004771623993,0.1033056640625,0.0003176630561370075,0.00016483724117279054,-0.00023010725271888077,0.004596775863319635
47,-0.0006612901049999986,-0.0006612901049999998,-0.0006612901049999998,-0.0006612901049999998,0.0,-0.0006612901049999986,0.0,-0.04255099687958136,-0.011069606570817996,3.148139103055,0.011394969963221228,0.13571044921875,0.00012988526039706016,0.002441114000976086,0.00011678894952638075,0.0029351841658353806
48,-0.005157196388472226,-0.005157196388472222,-0.005157196388472222,-0.005157196388472222,0.0,-0.005157196388472226,0.0,-0.04014453331357799,-0.008910422346089035,3.1234111613035203,-0.006538362591454643,0.1060009765625,0.010246920621209483,0.004098314568400383,-0.0011468607699498534,0.026094967499375343
49,-0.005956212329722219,-0.005956212329722226,-0.005956212329722226,-0.005956212329722226,0.0,-0.005956212329722219,0.0,-0.043966545182047415,-0.012530309786525322,3.143623605966568,0.001093373138573952,0.1532568359375,0.006500137233770147,3.1901895999908448e-06,-0.00025881011970341206,0.02073044143617153
50,-0.0001916785105555557,-0.0001916785105555556,-0.0001916785105555556,-0.0001916785105555556,0.0,-0.0001916785105555557,0.0,-0.06119805814465508,-0.029859051567036658,3.1339007291197776,0.033992436303524304,0.182587890625,9.800492098155367e-06,0.01624093998223543,0.0015216295141726732,0.0027037877589464188
51,-0.00017203582486111094,-0.00017203582486111107,-0.00017203582486111107,-0.00017203582486111107,0.0,-0.00017203582486111094,0.0,-0.044723181204171854,-0.013308649701648391,3.1414532195031644,0.0042137072196783264,0.15456298828125,2.214272549876384e-06,0.00536598052829504,-3.056194600503659e-06,0.0003824800660368055
52,-0.0009886500208333322,-0.0009886500208333333,-0.0009886500208333333,-0.0009886500208333333,0.0,-0.0009886500208333322,0.0,-0.041652675286168235,-0.010254802380222828,3.139787359982729,-0.007275818946873187,0.1234521484375,0.00021309793161236712,0.0020481405407190324,-0.00020932428014930338,0.0037677448708564043
53,-0.003644486415416662,-0.0036444864154166635,-0.0036444864154166635,-0.0036444864154166635,0.0,-0.003644486415416662,0.0,-0.0403721716965083,-0.009145916864799802,3.1226255483925343,-0.010491749661086942,0.11229248046875,0.004835471452213369,0.0006521086394786834,-0.0006895530386827886,0.01791263557970524
54,-5.512310541666658e-05,-5.5123105416666675e-05,-5.5123105416666675e-05,-5.5123105416666675e-05,0.0,-5.512310541666658e-05,0.0,-0.0674686729372479,-0.03637673449935391,3.109193910211325,0.0351266180134553,0.2124755859375,4.2064452663914676e-07,0.06919912669807672,0.0008289467659778893,0.0014166197506710887
55,-0.00011365087611111109,-0.0001136508761111112,-0.0001136508761111112,-0.0001136508761111112,0.0,-0.00011365087611111109,0.0,-0.04250799203873612,-0.011343638012476731,3.1164354760944843,-0.002769344424305018,0.12494140625,1.1097131946247174e-06,0.01747818723320961,-1.576640352141112e-05,0.0002720353950280696
56,-0.0002071840952777779,-0.00020718409527777795,-0.00020718409527777795,-0.00020718409527777795,0.0,-0.0002071840952777779,0.0,-0.040665968965040517,-0.009648304465808905,3.1017665176093576,-0.007841733403183752,0.11341064453125,1.2432479392234797e-05,0.021034031324088574,-1.9635255739558488e-05,0.0009064208134077489
57,-0.0036953786325000055,-0.003695378632499998,-0.003695378632499998,-0.003695378632499998,0.0,-0.0036953786325000055,0.0,-0.04243645032634959,-0.011245940079097636,3.119051094353199,-0.011643580648160423,0.1592333984375,0.0031350382717801038,1.0463111102581024e-05,-0.0009285584674216807,0.014478105120360851
58,-0.0032168589297222275,-0.0032168589297222215,-0.0032168589297222215,-0.0032168589297222215,0.0,-0.0032168589297222275,0.0,-0.04129743491532281,-0.01034056827891618,3.095686726272106,0.005621254295838298,0.21209228515625,0.0037654947940836793,0.0008413073047995567,0.00012775608047377318,0.015775350853800774
59,-0.0029771018106944424,-0.0029771018106944467,-0.0029771018106944467,-0.0029771018106944467,0.0,-0.0029771018106944424,0.0,-0.041614739840151745,-0.010327026653103531,3.128771388679743,0.007876784729378415,0.18284912109375,0.003332146472360478,0.0029061780124902724,0.0002506843884475529,0.01484471932053566
60,-0.0005671173675000011,-0.0005671173675000001,-0.0005671173675000001,-0.0005671173675000001,0.0,-0.0005671173675000011,0.0,-0.0532633898453787,-0.02239407341534388,3.086931711882353,0.02977434793552675,0.2022998046875,8.430226735729462e-05,0.0012823544070124627,0.0006461089360527694,0.00260266475379467
61,-0.00013655640861111133,-0.00013655640861111112,-0.00013655640861111112,-0.00013655640861111112,0.0,-0.00013655640861111133,0.0,-0.05404075570520945,-0.023170021471451037,3.0870734897255896,0.023078495399458915,0.16525390625,1.9020319348639348e-06,0.007064240202307701,0.0001097481872420758,0.00040045633795671165
62,-0.004888818257777772,-0.004888818257777778,-0.004888818257777778,-0.004888818257777778,0.0,-0.004888818257777772,0.0,-0.041817799709970134,-0.0111081987520447,3.070960165858269,-0.007885997052435414,0.1400439453125,0.004166028009904039,4.706941545009613e-06,-0.001236592885106802,0.016723087057471275
63,-0.00908003893194443,-0.009080038931944444,-0.009080038931944444,-0.009080038931944444,0.0,-0.00908003893194443,0.0,-0.04346313345711678,-0.012692728027177509,3.077040604799986,-0.01178022989686724,0.148515625,0.017673741474227428,7.062550634145736e-05,-0.0011285081272944808,0.03422994911670685
64,-0.00767937535652777,-0.007679375356527781,-0.007679375356527781,-0.007679375356527781,0.0,-0.00767937535652777,0.0,-0.04454921956639737,-0.013716876396792942,3.083234387487173,0.004042608023301,0.212900390625,0.010569443626400244,5.3861737251281735e-06,0.0001354632986476645,0.02643013559281826
65,-0.004120832612083343,-0.004120832612083333,-0.004120832612083333,-0.004120832612083333,0.0,-0.004120832612083343,0.0,-0.043935045669786635,-0.013253102303424384,3.0681944009661675,0.011998648582466558,0.171328125,0.0038278366623785585,9.282607585191727e-05,0.0008228604565374553,0.015965880826115608
66,-0.0004328151780555549,-0.00043281517805555546,-0.00043281517805555546,-0.00043281517805555546,0.0,-0.0004328151780555549,0.0,-0.0564789276290685,-0.02593910996016348,3.05398183375597,0.02583792892997735,0.1744482421875,5.408922117281279e-05,0.004185645654797554,0.001027834601700306,0.0025713793002068996
67,-0.00917461047375001,-0.009174610473749999,-0.009174610473749999,-0.009174610473749999,0.0,-0.00917461047375001,0.0,-0.042792071896255945,-0.012305898078484461,3.0486174395680425,-0.011322170194762293,0.12892578125,0.016233402654597738,5.486682057380676e-06,-0.0022934486623853445,0.03298535197973251
68,-8.331913972222235e-05,-8.331913972222223e-05,-8.331913972222223e-05,-8.331913972222223e-05,0.0,-8.331913972222235e-05,0.0,-0.06355745531036519,-0.03320717414753745,3.0350281739234926,0.028250433342836914,0.1919091796875,2.4800275102276893e-06,0.06342431709170342,0.002336804522201419,0.0039820438250899315
69,-0.005071124634722215,-0.005071124634722225,-0.005071124634722225,-0.005071124634722225,0.0,-0.005071124634722215,0.0,-0.04014175754331518,-0.009501958663167897,3.0639799489080906,-0.010019160138945153,0.12802001953125,0.006977215191850519,4.849027842283249e-05,-0.0012982030166313052,0.021584946662187576
70,-0.00348903970930555,-0.0034890397093055546,-0.0034890397093055546,-0.0034890397093055546,0.0,-0.00348903970930555,0.0,-0.04202261493424885,-0.011638328993576579,3.0384286625683306,0.004925148090624134,0.17849609375,0.0034009575388938627,0.0003975561633706093,0.00034605988184921443,0.015003061853349209
71,-0.002927319106666661,-0.002927319106666666,-0.002927319106666666,-0.002927319106666666,0.0,-0.002927319106666661,0.0,-0.04586511706816964,-0.015530100558826233,3.033501713424921,0.010080375235556858,0.18858642578125,0.0010667228279908159,1.2337751686573028e-05,0.00036028787144459784,0.008417722769081593
72,-4.965631194444452e-05,-4.965631194444444e-05,-4.965631194444444e-05,-4.965631194444444e-05,0.0,-4.965631194444452e-05,0.0,-0.06041764452878851,-0.0300664673600113,3.035117779225111,0.02782284535613144,0.16965087890625,2.3510101665513706e-07,0.12187842614948749,0.000723189499694854,0.0012341805268079042
73,-0.010271332203472212,-0.010271332203472223,-0.010271332203472223,-0.010271332203472223,0.0,-0.010271332203472212,0.0,-0.038386232975753956,-0.008333886280888691,3.0052347388863563,-0.011579084923268965,0.10642578125,0.041383023974776736,0.0138615208491683,-0.002661770908161998,0.05249087139964104
74,-4.9810717638888926e-05,-4.981071763888888e-05,-4.981071763888888e-05,-4.981071763888888e-05,0.0,-4.9810717638888926e-05,0.0,-0.06079035182250664,-0.030805922512954567,2.998443000167608,0.030933001279590824,0.2005908203125,4.869111151772909e-06,0.12025381807237863,0.002704267157241702,0.004607229959219694
75,-0.0011713412462499991,-0.0011713412462500006,-0.0011713412462500006,-0.0011713412462500006,0.0,-0.0011713412462499991,0.0,-0.0380562283587642,-0.007969334786466789,3.0086894163489344,-0.012286598856389901,0.13148193359375,0.000496551781231318,0.011487908959388733,-0.00029125259607098997,0.005749308038502932
76,-0.002836237213611112,-0.0028362372136111107,-0.0028362372136111107,-0.0028362372136111107,0.0,-0.002836237213611112,0.0,-0.03984043815289624,-0.009784109265019651,3.0056329575181007,-0.01697646307661671,0.14640625,0.0025574860893073036,0.00015969563275575638,-0.0003585974918678403,0.013013585470616817
77,-0.007450932086944444,-0.007450932086944442,-0.007450932086944442,-0.007450932086944442,0.0,-0.007450932086944444,0.0,-0.039149773570825344,-0.009432404425460846,2.97173698335886,-0.01727808779123734,0.16682861328125,0.017334770923462202,3.784462809562683e-05,-0.0011734497966244817,0.033905431628227234
78,-0.00014677689333333354,-0.00014677689333333332,-0.00014677689333333332,-0.00014677689333333332,0.0,-0.00014677689333333354,0.0,-0.06210969357169233,-0.03240612014720682,2.970357414484024,0.037081999587171594,0.21563232421875,4.520178081621751e-06,0.00871219027787447,0.0020200202707201242,0.0034673763439059258
79,-0.012340843172500037,-0.01234084317250001,-0.01234084317250001,-0.01234084317250001,0.0,-0.012340843172500037,0.0,-0.04258145216852426,-0.012896245794254356,2.968520697504282,-0.011114127119726617,0.16720947265625,0.023035059713620284,8.363276720046997e-07,-0.0031744292937219143,0.03938727453351021
80,-0.0017998581951388906,-0.0017998581951388887,-0.0017998581951388887,-0.0017998581951388887,0.0,-0.0017998581951388906,0.0,-0.049521165520418436,-0.020314050566230434,2.9207115621864794,0.02862919899600456,0.191630859375,0.0012275781857829316,0.020386687330901623,0.0027724674437195063,0.010157711803913116
81,-0.0157438872340278,-0.015743887234027778,-0.015743887234027778,-0.015743887234027778,0.0,-0.0157438872340278,0.0,-0.0382969022076577,-0.008798782353114803,2.9498120500147342,-0.015915969695488457,0.146552734375,0.09691831461166657,0.0018513960763812064,-0.003525001462548971,0.08025728166103363
82,-0.0011048928066666641,-0.0011048928066666665,-0.0011048928066666665,-0.0011048928066666665,0.0,-0.0011048928066666641,0.0,-0.05960333761584479,-0.030099563401017805,2.950377482920885,0.042142241285691856,0.22101318359375,0.0001742945548940611,9.586311876773835e-05,0.003765638219192624,0.007203532848507166
83,-0.00018497159861111112,-0.00018497159861111112,-0.00018497159861111112,-0.00018497159861111112,0.0,-0.00018497159861111112,0.0,-0.05305701155622956,-0.023786209997488185,2.9270802091062067,0.033332167751063936,0.18691650390625,2.709104836320364e-06,0.005627439692616463,0.0002362221130169928,0.0005825309781357646
84,-0.004997779084722213,-0.004997779084722222,-0.004997779084722222,-0.004997779084722222,0.0,-0.004997779084722213,0.0,-0.03933335291396361,-0.010159958183357957,2.9173395413160326,-0.013615824856351537,0.16796875,0.005638637254860441,6.05802983045578e-06,-0.00125147495418787,0.019419098272919655
85,-0.00044054664791666665,-0.00044054664791666676,-0.00044054664791666676,-0.00044054664791666676,0.0,-0.00044054664791666665,0.0,-0.055491498569608666,-0.02626748127222527,2.922401795387268,0.03947201747068903,0.20767822265625,4.686402758064645e-05,0.0053366169705986975,0.0010929442942142487,0.0025553975719958544
86,-9.725516930555557e-05,-9.725516930555561e-05,-9.725516930555561e-05,-9.725516930555561e-05,0.0,-9.725516930555557e-05,0.0,-0.05123271519376431,-0.02237358770624269,2.885912817120552,0.04022525873377163,0.1961865234375,9.059663839039445e-07,0.02296372078359127,0.00012131689436500892,0.0003198960912413895
87,-0.005037421260277785,-0.005037421260277779,-0.005037421260277779,-0.005037421260277779,0.0,-0.005037421260277785,0.0,-0.03748468495439738,-0.008922295906522777,2.8562389606237413,-0.01472217086575256,0.1718408203125,0.007651085706679623,2.1573789417743683e-05,-0.0012786543229594827,0.022590050473809242
88,-8.303730416666684e-05,-8.303730416666669e-05,-8.303730416666669e-05,-8.303730416666669e-05,0.0,-8.303730416666684e-05,0.0,-0.05394297491759062,-0.02519887670991011,2.874409886598587,0.04977984400403329,0.20828125,7.640084034021832e-07,0.04969843056052923,0.0012411439092829823,0.0021175104193389416
89,-0.0005268928743055547,-0.0005268928743055556,-0.0005268928743055556,-0.0005268928743055556,0.0,-0.0005268928743055547,0.0,-0.038310154365608466,-0.010166726209718036,2.8143428727984428,-0.007436585958766955,0.206025390625,3.0053714889533013e-05,0.0004359496757388115,-0.00011417791392887011,0.0014223180478438735
90,-3.369627555555554e-05,-3.369627555555556e-05,-3.369627555555556e-05,-3.369627555555556e-05,0.0,-3.369627555555554e-05,0.0,-0.04951118113938719,-0.021425735770753816,2.8085446140170096,0.04704713618823007,0.18708984375,2.0556386756409583e-08,0.37251630749553444,0.00011941954289795831,0.0002062287094304338
