epoch,episode_return_mean,episode_return_median,avg_epoch_reward,avg_green_reward,avg_wait_reward,carbon_cost_mean,latency_mean,policy_loss_clipped,policy_loss_unclipped,entropy,approx_kl,clip_fraction,value_loss,explained_variance,adv_mean,adv_std,validation_avg_total_reward,validation_avg_green_reward,validation_avg_wait_reward,validation_std_total_reward,validation_median_total_reward,validation_avg_episode_length
11,-4.6930828916432015,-4.693082891643208,-4.693082891643208,-4.687105292936845,-29.88799353181584,-4.687105292936848,-29.88799353181584,-0.0034233678986007967,-0.0034233678986007967,1.6998588260677125,0.004181146703760735,0.02070501955717595,5.434880942106247,0.7631978028350406,0.2630363404750824,1.8865158557891846,,,,,,
12,-4.546175676486414,-4.546175676486409,-4.546175676486409,-4.541131176226631,-25.222501298892826,-4.54113117622664,-25.222501298892826,-0.002985518565401435,-0.002985518565401435,1.6810306504368782,0.003301028491841862,0.023583199945278466,4.047646480798721,0.762109351158142,0.21471349895000458,1.6040656566619873,,,,,,
13,-4.69517853215632,-4.695178532156323,-4.695178532156323,-4.688862432631396,-31.580497624633267,-4.6888624326313835,-31.580497624633267,-0.00353067465105348,-0.00353067465105348,1.6710693023421548,0.003588750143535435,0.03104182993146506,5.461267203092575,0.6894358355890621,-0.08903957903385162,1.7795151472091675,,,,,,
14,-4.857709307364883,-4.857709307364886,-4.857709307364886,-4.851827601184574,-29.4085309015622,-4.851827601184582,-29.4085309015622,0.003080490685533732,0.003080490685533732,1.674510769546032,0.00420170038487413,0.03195612987037748,5.641244700551033,0.762677713483572,0.2568807601928711,1.867140531539917,,,,,,
15,-5.034702847328344,-5.034702847328349,-5.034702847328349,-5.028552178630152,-30.753343490986136,-5.028552178630151,-30.753343490986136,-0.006884128138401799,-0.006884128138401799,1.66135251251134,0.0012465411329520232,0.008536744883961299,5.663638740777969,0.7489683607762511,0.02397276647388935,1.870461106300354,,,,,,
16,-4.72778482554675,-4.727784825546762,-4.727784825546762,-4.721150926556588,-33.1694949508782,-4.721150926556576,-33.1694949508782,-0.0011854563014243138,-0.0011854563014243138,1.7029145373539492,0.0038508548578564923,0.010650987863879312,4.140622363849119,0.8327386446974494,-0.49750661849975586,1.6397926807403564,,,,,,
17,-4.692408497810151,-4.692408497810145,-4.692408497810145,-4.685861773786167,-32.73362011989682,-4.685861773786159,-32.73362011989682,-0.007439173070121218,-0.007439173070121218,1.6940457170659846,0.005871491545059887,0.06445048808712851,4.8528054844249375,0.747818531637842,0.4359910786151886,1.827869176864624,,,,,,
18,-5.067197910101228,-5.067197910101215,-5.067197910101215,-5.061036707400904,-30.80601350156232,-5.061036707400898,-30.80601350156232,-0.0024210920567962935,-0.0024210920567962935,1.6242799786004154,0.002745703397853173,0.020033872411163015,6.553103750402277,0.6593734263019129,-0.2576717436313629,1.8195801973342896,,,,,,
19,-4.7769891896407435,-4.776989189640741,-4.776989189640741,-4.77119732007625,-28.959347822441167,-4.77119732007624,-28.959347822441167,0.0027728444229896095,0.0027728444229896095,1.616832066665996,0.0045951588596257024,0.02121336724270474,5.961310812018135,0.6865188411690972,-0.3556913435459137,1.8479411602020264,,,,,,
20,-4.665284689468138,-4.665284689468138,-4.665284689468138,-4.65939854432991,-29.430725691132857,-4.659398544329917,-29.430725691132857,-0.003295549583113329,-0.003295549583113329,1.6464314460754395,0.00508438091161555,0.030452883188528092,5.7752523286776105,0.7218421602791006,0.1609208881855011,1.8745307922363281,,,,,,
21,-4.517145300195962,-4.517145300195952,-4.517145300195952,-4.511704244657465,-27.20527769243919,-4.511704244657453,-27.20527769243919,-0.0021536945238370786,-0.0021536945238370786,1.6601774475791238,0.0013160192102077417,0.003240411931818182,4.614268083464015,0.7335260591723702,-0.18061384558677673,1.646406650543213,,,,,,
22,-5.093393826739483,-5.093393826739475,-5.093393826739475,-5.087131485755306,-31.311704920852684,-5.087131485755311,-31.311704920852684,-0.011395542718343098,-0.011395542718343098,1.6710418977520682,0.004493177344556898,0.03083274153653871,6.349118064750325,0.7978589487346736,-0.15033231675624847,1.857926607131958,,,,,,
23,-4.965436592874926,-4.96543659287492,-4.96543659287492,-4.959049472059142,-31.935604078886175,-4.959049472059134,-31.935604078886175,0.003531093471048569,0.003531093471048569,1.6438710242509842,0.0006912446981666355,0.013262348757548765,6.309674745256251,0.7270677611231804,-0.13876472413539886,1.8749165534973145,,,,,,
24,-5.116704574583436,-5.116704574583447,-5.116704574583447,-5.109860230392033,-34.22172095705163,-5.109860230392031,-34.22172095705163,-0.004412697162479162,-0.004412697162479162,1.684957821260799,0.0037956721207592636,0.053565087262541056,7.049685326489535,0.6930415203625505,-0.3506816327571869,1.923641562461853,,,,,,
25,-4.500198322512672,-4.500198322512663,-4.500198322512663,-4.494593935091629,-28.021937105169794,-4.49459393509164,-28.021937105169794,-0.004887548357311805,-0.004887548357311805,1.7177548774264075,0.006360331165524258,0.020834831658496776,5.995040411298925,0.6213938289067962,-0.17896594107151031,1.8071742057800293,,,,,,
26,-4.8667800290842935,-4.866780029084302,-4.866780029084302,-4.8614349693834935,-26.72529850402414,-4.861434969383485,-26.72529850402414,-0.0034983524184843354,-0.0034983524184843354,1.6835544569925829,0.0032136894114955794,0.04353533270345493,4.2016782489689914,0.7959308034994386,-0.12375877052545547,1.6710013151168823,,,,,,
27,-4.593695301439152,-4.593695301439157,-4.593695301439157,-4.58830523745333,-26.95031992912646,-4.588305237453324,-26.95031992912646,-0.0005293780599128116,-0.0005293780599128116,1.6408742869442159,0.0017247125784210352,0.01042599978179417,3.779837242581628,0.8098612603816119,-0.31712499260902405,1.4249902963638306,,,,,,
28,-4.688151668481294,-4.6881516684813,-4.6881516684813,-4.682358188086435,-28.96740197432625,-4.682358188086429,-28.96740197432625,-0.0025029809489338236,-0.0025029809489338236,1.6799590248953213,0.00142519269535445,0.0006658380681818181,4.644093795256182,0.7857932123270902,0.06004876643419266,1.6524522304534912,,,,,,
29,-5.038535793689209,-5.038535793689201,-5.038535793689201,-5.033572908785744,-24.814424517296224,-5.033572908785744,-24.814424517296224,-0.004230785730760545,-0.004230785730760545,1.6581411004066466,0.005647521830542246,0.02986308732070029,6.343470704555512,0.7141736790537834,0.42911016941070557,2.1611247062683105,,,,,,
30,-4.234123946787803,-4.234123946787801,-4.234123946787801,-4.229160453493403,-24.81746647198577,-4.2291604534934075,-24.81746647198577,-0.0031184931809548288,-0.0031184931809548288,1.6398586332798004,0.005534101657758583,0.020642480009701102,3.779057541489601,0.7423709116876125,0.2930362820625305,1.54866623878479,,,,,,
31,-4.505531166075799,-4.5055311660758015,-4.5055311660758015,-4.499142959445348,-31.941033152271622,-4.49914295944535,-31.941033152271622,-0.0013709559941410341,-0.0013709559941410341,1.5974042835560711,0.006302280916067751,0.033926407975906674,6.988795361735604,0.5983215468851003,-0.2704211175441742,1.8964157104492188,,,,,,
32,-4.996493635404204,-4.996493635404212,-4.996493635404212,-4.989825524385248,-33.3405550948156,-4.989825524385252,-33.3405550948156,-0.003302195769113799,-0.003302195769113799,1.643126755952835,0.0008308679522694243,0.025351247439781826,6.4457447330156965,0.807680127521356,-0.8417291045188904,1.9553724527359009,,,,,,
33,-4.398279900435608,-4.398279900435599,-4.398279900435599,-4.392361730725087,-29.59084855256101,-4.392361730725096,-29.59084855256101,0.0022531228471332444,0.0022531228471332444,1.5607287058463464,0.004478119564457581,0.019695401549912415,4.473671589906399,0.8097224430396006,0.4989788830280304,1.566784143447876,,,,,,
34,-4.471867177240328,-4.471867177240334,-4.471867177240334,-4.466006012095393,-29.305825724698774,-4.466006012095404,-29.305825724698774,-0.0016323087426523368,-0.0016323087426523368,1.6049461749692757,0.0012637450272450224,0.011420945617525527,3.9542661557594934,0.7128504266341528,0.2319508194923401,1.670225739479065,,,,,,
35,-4.4942832313616785,-4.494283231361672,-4.494283231361672,-4.487576781167014,-33.53225097330756,-4.487576781167021,-33.53225097330756,-0.002988790006687244,-0.002988790006687244,1.5443734961251419,0.001961013750587881,0.018634947812339913,4.3416751970847445,0.7397463973611593,0.128921240568161,1.4997371435165405,,,,,,
36,-4.9478476128705315,-4.947847612870527,-4.947847612870527,-4.940562031425024,-36.42790722750897,-4.9405620314250305,-36.42790722750897,-0.0029735782009083778,-0.0029735782009083778,1.6016379880408447,0.0006403256423557954,0.027333526357930776,6.020773122708003,0.6965784666438898,-0.06038358807563782,1.8517787456512451,,,,,,
37,-4.655619879868936,-4.655619879868934,-4.655619879868934,-4.649319140792744,-31.503695380942414,-4.649319140792739,-31.503695380942414,-0.006846458624260357,-0.006846458624260357,1.5621170115012388,0.0038038501907766867,0.021886804678405706,4.9241450016315165,0.8275778477008526,-0.6047678589820862,1.5964304208755493,,,,,,
38,-4.824619952351949,-4.8246199523519415,-4.8246199523519415,-4.818591312049451,-30.143201512451142,-4.818591312049462,-30.143201512451142,-0.0021930463747897497,-0.0021930463747897497,1.6475375381608803,0.0031281135064394525,0.017122395841094356,6.278465506931146,0.8095424342900515,-0.1366776078939438,1.81647789478302,,,,,,
39,-4.538575023244103,-4.538575023244095,-4.538575023244095,-4.5329880226252195,-27.935003094381983,-4.532988022625216,-27.935003094381983,-0.002851104174624197,-0.002851104174624197,1.5615951757539401,0.00633503198464909,0.04187697507652708,6.523003339767456,0.7258435575799509,-0.09800922125577927,1.9875881671905518,,,,,,
40,-4.760814926665602,-4.760814926665596,-4.760814926665596,-4.7549917135419975,-29.116065617976805,-4.754991713541987,-29.116065617976805,-0.0029342455527512357,-0.0029342455527512357,1.6123113421102364,0.004138716576562729,0.029409732514371473,4.360173183182876,0.8512210479627053,-0.3368041515350342,1.9445714950561523,,,,,,
41,-4.935064193062259,-4.935064193062255,-4.935064193062255,-4.928216997520091,-34.235977710832564,-4.9282169975200985,-34.235977710832564,0.0006086576419572035,0.0006086576419572035,1.5877218842506409,0.004723272519186139,0.023444680613465607,5.197387690345447,0.728902899970611,0.40284261107444763,2.2842025756835938,,,,,,
42,-4.818663109121145,-4.818663109121152,-4.818663109121152,-4.8123783801447395,-31.42364488206039,-4.812378380144749,-31.42364488206039,0.00011521771375555545,0.00011521771375555545,1.6117133234555905,0.004014106643108579,0.018991161710940875,7.667561994149135,0.7141629417355244,-0.05934879183769226,2.003143310546875,,,,,,
43,-4.375196635401604,-4.375196635401595,-4.375196635401595,-4.368830982649416,-31.828263760889335,-4.368830982649412,-31.828263760889335,-0.002760695863495736,-0.002760695863495736,1.5272045396268368,0.004284194036245026,0.020666992214197915,3.7322248816490173,0.8228816657016674,0.5503422617912292,1.6526269912719727,,,,,,
44,-4.609011965092706,-4.609011965092715,-4.609011965092715,-4.602325026603211,-33.43469244752716,-4.602325026603223,-33.43469244752716,0.002580458216051249,0.002580458216051249,1.5985895441128657,0.004207430521581465,0.017873240133317616,4.2953371199277735,0.7776452698386632,-0.07088440656661987,1.59488046169281,,,,,,
45,-5.0320448268449915,-5.032044826844999,-5.032044826844999,-5.025810963492876,-31.169316760607092,-5.025810963492869,-31.169316760607092,-0.006054208269536805,-0.006054208269536805,1.6551046669483185,0.0027404564219371728,0.02323580589533473,4.165145243207614,0.7868007402867079,-0.1444634348154068,1.6393368244171143,,,,,,
46,-4.7465608853225225,-4.746560885322512,-4.746560885322512,-4.740088600788897,-32.361422668074354,-4.740088600788905,-32.361422668074354,-0.005843518862093333,-0.005843518862093333,1.5521004895369213,0.004953718354878826,0.0592273265744249,3.9282757913072905,0.7620114088058472,0.058605946600437164,1.4700261354446411,,,,,,
47,-4.950520500282207,-4.9505205002822,-4.9505205002822,-4.943603886773314,-34.58306754444054,-4.943603886773307,-34.58306754444054,0.0017455627586549292,0.0017455627586549292,1.5643430856557994,0.0026044983488435927,0.01075097812841145,5.7297034447009745,0.6965053075781236,-0.07640646398067474,1.7420470714569092,,,,,,
48,-4.1645399490625445,-4.164539949062549,-4.164539949062549,-4.15825801489619,-31.409670831791335,-4.158258014896192,-31.409670831791335,-0.002033605198708496,-0.002033605198708496,1.5334126225539617,0.0016865240663069667,0.013817894347344659,4.28070995424475,0.7279904282518795,-0.20458289980888367,1.4783202409744263,,,,,,
49,-4.578358660829455,-4.578358660829463,-4.578358660829463,-4.571927097092592,-32.15781868436002,-4.571927097092599,-32.15781868436002,-0.003879345783319038,-0.003879345783319038,1.5689892929333906,0.0032450923843918224,0.03736773374168059,5.546901611181406,0.7514504801768523,-0.44764816761016846,1.6334850788116455,,,,,,
50,-4.559194862794228,-4.559194862794222,-4.559194862794222,-4.552865064508786,-31.648991427170444,-4.552865064508793,-31.648991427170444,-0.003823940704863232,-0.003823940704863232,1.5908486120975935,0.0040294613779853815,0.016212736148960315,5.1773966023555165,0.7007438655082996,0.012408561073243618,1.6413768529891968,,,,,,
51,-4.811930240592815,-4.811930240592824,-4.811930240592824,-4.805251547018708,-33.393467870567314,-4.805251547018712,-33.393467870567314,-0.0072336815979464775,-0.0072336815979464775,1.5784630104899406,0.0037173842112159555,0.012773115587021624,4.168913098318236,0.7787669093481132,0.053779371082782745,1.7365754842758179,,,,,,
52,-4.710525608759493,-4.710525608759485,-4.710525608759485,-4.704489987563173,-30.178105981566475,-4.70448998756318,-30.178105981566475,-0.0010251462909554203,-0.0010251462909554203,1.5654581991525798,0.0013961499243508185,0.009658842575915445,4.5726068913936615,0.7370560014477143,0.18793973326683044,1.8073054552078247,,,,,,
53,-4.692823589464357,-4.692823589464366,-4.692823589464366,-4.686740464901821,-30.415622812722027,-4.68674046490183,-30.415622812722027,-0.0025477271660098006,-0.0025477271660098006,1.4882635016526495,0.001431591943920856,0.015189635891666902,5.104727417230606,0.7752971053123474,-0.06499966233968735,1.6798681020736694,,,,,,
54,-4.4414232621879375,-4.441423262187941,-4.441423262187941,-4.435101741868972,-31.60760159484046,-4.435101741868963,-31.60760159484046,-0.002818039739005534,-0.002818039739005534,1.52652673636164,0.0020973875359361826,0.02422516532741221,4.0553489817040305,0.7461253495088646,0.13931749761104584,1.494788646697998,,,,,,
55,-4.634826296075472,-4.634826296075478,-4.634826296075478,-4.6285832197383865,-31.215381685460667,-4.628583219738391,-31.215381685460667,-0.004984218244706946,-0.004984218244706946,1.5654378022466386,0.0032644032845772536,0.047605096778300195,4.353485952530589,0.7251414193638733,-0.1850714236497879,1.4639928340911865,,,,,,
56,-4.703177472696765,-4.703177472696754,-4.703177472696754,-4.697261664875469,-29.579039106404462,-4.697261664875456,-29.579039106404462,-0.002856341392422716,-0.002856341392422716,1.5708479454120001,0.002428708532534074,0.01833836847993856,5.064338276783626,0.743482896188895,-0.07182714343070984,1.580678939819336,,,,,,
57,-4.989211073423987,-4.989211073423995,-4.989211073423995,-4.983588350927744,-28.113612481252254,-4.983588350927736,-28.113612481252254,-0.0026978531464313467,-0.0026978531464313467,1.569733860095342,0.0038603255282699442,0.022098214373302956,5.334792683521907,0.721438625951608,-0.1803661286830902,1.596169114112854,,,,,,
58,-4.584293595359112,-4.584293595359119,-4.584293595359119,-4.577455642196301,-34.18976581407781,-4.577455642196299,-34.18976581407781,-0.002414721646346152,-0.002414721646346152,1.582965789096696,0.004338079089653287,0.018711067270487547,3.998303089823042,0.6994304348315511,0.39878472685813904,1.6132005453109741,,,,,,
59,-4.313556340419907,-4.313556340419908,-4.313556340419908,-4.308386789322456,-25.847755487258905,-4.308386789322466,-25.847755487258905,-0.003477681764966941,-0.003477681764966941,1.6274329913514,0.0038371489426936023,0.0242027475615032,3.965449869632721,0.7341390981205872,0.3518006503582001,1.5122169256210327,,,,,,
60,-4.458399324380593,-4.458399324380589,-4.458399324380589,-4.451604428113429,-33.97448133581364,-4.4516044281134395,-33.97448133581364,-0.005561195417872763,-0.005561195417872763,1.5803691702229636,0.0017156921988186827,0.020900974050164223,3.8693965077400208,0.7842757260160786,0.02118600532412529,1.5082073211669922,,,,,,
61,-4.639478280403865,-4.639478280403867,-4.639478280403867,-4.632911537536827,-32.83371433519583,-4.632911537536817,-32.83371433519583,-0.005769488709380052,-0.005769488709380052,1.595043352672032,0.006216610625935053,0.056534996921462674,3.945795934115137,0.8171470548425402,-0.48566529154777527,1.480618953704834,,,,,,
62,-4.657840630668432,-4.657840630668436,-4.657840630668436,-4.651044660678616,-33.97984994911679,-4.651044660678621,-33.97984994911679,-0.0029315241457273564,-0.0029315241457273564,1.6238047440846761,0.005035286630542638,0.0262714183734109,3.5871150195598602,0.7461186076203982,0.3368206024169922,1.5718239545822144,,,,,,
63,-4.80818014581666,-4.80818014581665,-4.80818014581665,-4.801721801418096,-32.29172199277444,-4.801721801418084,-32.29172199277444,-0.005149592781284203,-0.005149592781284203,1.528456884622574,0.005331543162659121,0.04371109620357553,5.547533218065897,0.7646161928772927,-0.2549762725830078,1.6502143144607544,,,,,,
64,-4.744502038131274,-4.744502038131286,-4.744502038131286,-4.738084410687396,-32.0881372194452,-4.738084410687403,-32.0881372194452,-0.00017895450194676716,-0.00017895450194676716,1.571626853942871,0.002747582196510242,0.014193074079230428,4.989575250943502,0.7573971341053645,-0.34925079345703125,1.5740975141525269,,,,,,
65,-5.064956753204282,-5.0649567532042745,-5.0649567532042745,-5.058277967026733,-33.39393088770458,-5.058277967026741,-33.39393088770458,-0.003069821923937915,-0.003069821923937915,1.621693029999733,0.0028743069229091945,0.027786563782553588,5.750974048461233,0.772348337407623,-0.021845685318112373,1.7902953624725342,,,,,,
66,-4.380558068516748,-4.380558068516754,-4.380558068516754,-4.375005984571122,-27.760419728171726,-4.37500598457113,-27.760419728171726,-0.003832813612340639,-0.003832813612340639,1.641859339674314,0.0041485814355837645,0.03697233252072086,3.874385178089142,0.8114507426818212,0.25788024067878723,1.4877965450286865,,,,,,
67,-4.854577521147061,-4.854577521147056,-4.854577521147056,-4.847932508961513,-33.22506092769984,-4.847932508961505,-33.22506092769984,-0.004107370105754983,-0.004107370105754983,1.5473077595233917,0.0049025883095704815,0.0472568483424506,5.140401940260615,0.7557408139109612,-0.14166252315044403,1.6761977672576904,,,,,,
68,-4.809962365711427,-4.809962365711416,-4.809962365711416,-4.803341852928809,-33.10256391303235,-4.803341852928797,-33.10256391303235,-0.004067061951250902,-0.004067061951250902,1.5662062913179398,0.0036742678351272063,0.03338050674314478,4.567528975861413,0.7296872665839536,0.049573998898267746,1.6570677757263184,,,,,,
69,-5.1195177360222,-5.11951773602219,-5.11951773602219,-5.113407012172659,-30.55361924764898,-5.113407012172669,-30.55361924764898,-0.003289805354143027,-0.003289805354143027,1.5371732637286186,0.0038177475839802355,0.03074223939620424,4.7493554428219795,0.7824571784585714,-0.006479490082710981,1.4877820014953613,,,,,,
70,-4.672185675367003,-4.672185675366993,-4.672185675366993,-4.666263357571242,-29.61158897877288,-4.666263357571252,-29.61158897877288,-0.001137190618707488,-0.001137190618707488,1.5487612326939901,0.0021653377834506197,0.008489927502038579,4.206740190585454,0.7581839725375176,-0.2073775976896286,1.4390956163406372,,,,,,
71,-4.529117343376372,-4.529117343376381,-4.529117343376381,-4.521927471737163,-35.949358196099276,-4.521927471737168,-35.949358196099276,-0.004289369684799264,-0.004289369684799264,1.5679744839668275,0.003015823251917027,0.028476852799455325,3.0349746982256574,0.8287458007534345,-0.12208661437034607,1.2852901220321655,,,,,,
72,-4.57913126981565,-4.5791312698156466,-4.5791312698156466,-4.571083815534163,-40.23727140744671,-4.571083815534165,-40.23727140744671,-0.003084401320666075,-0.003084401320666075,1.5405379474163055,0.004056202266171264,0.029424252671500048,3.5521512786547342,0.7697640081246694,0.3083588182926178,1.3747206926345825,,,,,,
73,-4.658674513700916,-4.658674513700909,-4.658674513700909,-4.652728525030495,-29.72994335206835,-4.6527285250305,-29.72994335206835,-0.0027901425569628675,-0.0027901425569628675,1.518792978922526,0.002517752213558803,0.024044877352813878,5.157634061574936,0.7803952410817147,0.15387804806232452,1.5891711711883545,,,,,,
74,-4.769515534164941,-4.7695155341649365,-4.7695155341649365,-4.7629833023126364,-32.66115926150512,-4.762983302312644,-32.66115926150512,-0.0012302110999977836,-0.0012302110999977836,1.5288032939036686,0.003113514377279595,0.006357473569611708,5.3234168211619055,0.7424825797478358,-0.11408501863479614,1.6921437978744507,,,,,,
75,-4.893362689209527,-4.893362689209522,-4.893362689209522,-4.8864827002131985,-34.39994498159386,-4.886482700213205,-34.39994498159386,-0.0037507585147977807,-0.0037507585147977807,1.4837997732684016,0.0028478678768806276,0.038359245387255214,4.850272845476866,0.8035015370696783,-0.35609906911849976,1.6160948276519775,,,,,,
76,-4.475374284754919,-4.47537428475491,-4.47537428475491,-4.468331938814614,-35.21172970147626,-4.468331938814616,-35.21172970147626,0.005916638114285888,0.005916638114285888,1.501052430830896,0.00204545117685484,0.0045166015625,3.496772806160152,0.8420256054960191,0.31721067428588867,1.399558424949646,,,,,,
77,-4.826108713817065,-4.826108713817069,-4.826108713817069,-4.820514732602887,-27.96990607090831,-4.820514732602877,-27.96990607090831,-0.0019663377170218155,-0.0019663377170218155,1.5323380287736654,0.0039012595489111845,0.019826478077447973,3.69324148632586,0.8338107001036406,0.44580698013305664,1.6667345762252808,,,,,,
78,-4.790598690196648,-4.790598690196655,-4.790598690196655,-4.782782374259463,-39.08157968594963,-4.782782374259457,-39.08157968594963,-0.0013045837132570645,-0.0013045837132570645,1.4732813318570455,0.002068966355333638,0.018477702978998423,4.973931191364924,0.7793280944228173,-0.052394427359104156,1.8025991916656494,,,,,,
79,-4.847019981447274,-4.847019981447282,-4.847019981447282,-4.839535275770157,-37.42352838564024,-4.839535275770163,-37.42352838564024,-0.0032896384790850183,-0.0032896384790850183,1.5198146233956018,0.005370956064750013,0.027944279811345042,4.6693293650945025,0.8011631930867831,0.12894560396671295,1.7687419652938843,,,,,,
80,-4.343139319998342,-4.3431393199983495,-4.3431393199983495,-4.335831237167617,-36.54041415365406,-4.3358312371676115,-36.54041415365406,-0.004032449571241159,-0.004032449571241159,1.4109706841409206,0.003351906235820934,0.02700913009903161,3.004279464483261,0.7614252124913037,-0.17064039409160614,1.2886583805084229,,,,,,
81,-4.825677903852012,-4.825677903852018,-4.825677903852018,-4.819160004684487,-32.589495837658816,-4.8191600046844805,-32.589495837658816,-0.0030882279825164005,-0.0030882279825164005,1.4734292747452855,0.003442088732299453,0.022593796871660743,3.958026509732008,0.7835996798239648,-0.1734093576669693,1.4392437934875488,,,,,,
82,-4.3876328461008836,-4.387632846100887,-4.387632846100887,-4.3815250000498995,-30.539230254930132,-4.381525000049906,-30.539230254930132,-0.0005793168529635295,-0.0005793168529635295,1.482263769954443,0.003573458779101202,0.027559442023630254,3.8765936754643917,0.8270710906945169,-0.33411797881126404,1.5656893253326416,,,,,,
83,-4.735098200808348,-4.7350982008083395,-4.7350982008083395,-4.728912436291919,-30.928822582106303,-4.72891243629192,-30.928822582106303,-0.0021023870722274296,-0.0021023870722274296,1.49476149212569,-2.9972253287269268e-05,0.01434685200365493,5.368846423923969,0.760658822953701,0.3925677239894867,1.9483957290649414,,,,,,
84,-4.614820742152699,-4.6148207421527045,-4.6148207421527045,-4.608537193038574,-31.417745570656038,-4.608537193038569,-31.417745570656038,-0.0011154792583136655,-0.0011154792583136655,1.4680594503879547,0.0030529437165515605,0.0246847496532342,2.9740489651175106,0.8511983344660086,-0.17985393106937408,1.2590041160583496,,,,,,
85,-4.750974365717126,-4.750974365717121,-4.750974365717121,-4.744724128350253,-31.251186834340825,-4.744724128350246,-31.251186834340825,-0.00234883157059408,-0.00234883157059408,1.431205729643504,0.0018134831860960629,0.00785722246251276,4.348462217383915,0.7977410347925292,-0.041950806975364685,1.4377827644348145,,,,,,
86,-4.492057687846682,-4.492057687846682,-4.492057687846682,-4.486365651559058,-28.460181438133667,-4.486365651559067,-28.460181438133667,-0.0025108421104960144,-0.0025108421104960144,1.4968482589020449,0.003265211676588318,0.010121004159480114,4.788147084853229,0.7463094776167589,0.09433948248624802,1.518139362335205,,,,,,
87,-4.462605682529487,-4.462605682529482,-4.462605682529482,-4.457158575596992,-27.235534662436343,-4.4571585755969805,-27.235534662436343,-0.0029902794889898766,-0.0029902794889898766,1.4569191518757079,0.0011795057612794659,0.009620127061174976,4.339037454790539,0.7809832154048814,-0.09270801395177841,1.5995780229568481,,,,,,
